,name,latitude_radian,longitude_radian,num_links,links,num_categories,categories,latitude_degrees,longitude_degrees
409157,BIRKENKOFEL,0.8147439355150086,0.2138949479687162,3,Italy; Sexten Dolomites; South Tyrol,3,MOUNTAINS OF THE ALPS; SEXTEN DOLOMITES; MOUNTAINS OF SOUTH TYROL,46.68138888888889,12.25527777777778
423968,"TAUCHA, SAXONY-ANHALT",0.8934922217376303,0.2108212292304817,4,Saxony-Anhalt; Hohenmölsen; Burgenlandkreis; Germany,1,VILLAGES IN SAXONY-ANHALT,51.19333333333333,12.079166666666666
346291,FORTUNAT O. MICHAUD HOUSE,0.823058490146037,-1.185737908710459,4,"National Register of Historic Places listings in Aroostook County, Maine; United States Route 1; National Register of Historic Places; Van Buren, Maine",7,"QUEEN ANNE ARCHITECTURE IN MAINE; HOUSES IN AROOSTOOK COUNTY, MAINE; NATIONAL REGISTER OF HISTORIC PLACES IN AROOSTOOK COUNTY, MAINE; 1912 ESTABLISHMENTS IN MAINE; HOUSES ON THE NATIONAL REGISTER OF HISTORIC PLACES IN MAINE; HOUSES COMPLETED IN 1912; VAN BUREN, MAINE",47.15777777777778,-67.9377777777778
163005,MARTIN STATE FOREST,0.6754715093426721,-1.5138210229909037,7,"U.S. state; Indiana; United States; Shoals, Indiana; Martin County, Indiana; Indiana Department of Natural Resources; state forest",2,"INDIANA STATE FORESTS; PROTECTED AREAS OF MARTIN COUNTY, INDIANA",38.70166666666667,-86.73555555555555
233215,"STUDZIENIEC, SIERPC COUNTY",0.9226973978876688,0.3429571980168857,11,Masovian Voivodeship; Powiat; Warsaw; Poland; Voivodeships of Poland; village; Gmina; Countries of the world; Sierpc County; Gmina Sierpc; Sierpc,1,VILLAGES IN SIERPC COUNTY,52.86666666666666,19.649999999999995
329238,DOWNTOWN ALBEMARLE HISTORIC DISTRICT,0.6169738905799955,-1.3997443638258302,6,"Albemarle, North Carolina; Historic district (United States); Stanly County, North Carolina; Opera House-Starnes Jewelers Building; National Register of Historic Places; central business district",4,"NATIONAL REGISTER OF HISTORIC PLACES IN STANLY COUNTY, NORTH CAROLINA; HISTORIC DISTRICTS ON THE NATIONAL REGISTER OF HISTORIC PLACES IN NORTH CAROLINA; BUILDINGS AND STRUCTURES IN STANLY COUNTY, NORTH CAROLINA; COMMERCIAL BUILDINGS ON THE NATIONAL REGISTER OF HISTORIC PLACES IN NORTH CAROLINA",35.35,-80.19944444444445
372159,"WYSOKA, DZIAŁDOWO COUNTY",0.9290969384783148,0.3505202914421945,11,Warmian-Masurian Voivodeship; Olsztyn; Powiat; Gmina Działdowo; Poland; Voivodeships of Poland; village; Gmina; Countries of the world; Działdowo County; Działdowo,1,VILLAGES IN DZIAŁDOWO COUNTY,53.233333333333334,20.083333333333332
407723,"BAYANDUR, ARMENIA",0.7103635499721255,0.76398394310284,7,Vaghatur; Armenia; Administrative divisions of Armenia; Shirak Province; National Statistical Service of the Republic of Armenia; Community (Armenia); List of countries,2,POPULATED PLACES IN SHIRAK PROVINCE; COMMUNITIES IN SHIRAK PROVINCE,40.700833333333335,43.77305555555555
408463,PIAGGINE,0.7042403531797119,0.26848981659846105,9,comune; province of Salerno; Campania; Cilento; Province of Salerno; Italy; Pruno (Cilento); Sayalonga; Spain,2,LOCALITIES OF CILENTO; CITIES AND TOWNS IN CAMPANIA,40.349999999999994,15.383333333333335
237055,AHAVATH ACHIM SYNAGOGUE,0.7185520530460653,-1.2777943304795374,16,"Shimshon Youth Organization; Colonial Revival; stained-glass; synagogue; Bema#Judaism; National Register of Historic Places; Aron Kodesh; History of Bridgeport, Connecticut; portico; Orthodox Judaism; Leonard Asheim; Connecticut; Church (building); National Register of Historic Places listings in Bridgeport, Connecticut; Hungarian Jewish; Bridgeport, Connecticut",10,"20TH-CENTURY SYNAGOGUES; HUNGARIAN-AMERICAN CULTURE IN CONNECTICUT; FORMER SYNAGOGUES IN CONNECTICUT; SYNAGOGUES ON THE NATIONAL REGISTER OF HISTORIC PLACES IN CONNECTICUT; HUNGARIAN-JEWISH CULTURE IN THE UNITED STATES; COLONIAL REVIVAL ARCHITECTURE IN CONNECTICUT; NATIONAL REGISTER OF HISTORIC PLACES IN FAIRFIELD COUNTY, CONNECTICUT; RELIGIOUS BUILDINGS COMPLETED IN 1926; GEORGIAN REVIVAL ARCHITECTURE IN CONNECTICUT; BUILDINGS AND STRUCTURES IN BRIDGEPORT, CONNECTICUT",41.16999999999999,-73.21222222222222
86823,"CHURRUCA, BUENOS AIRES",-0.603883921190038,-1.0213085006253486,7,Greater Buenos Aires; Partidos of Buenos Aires; Tres de Febrero Partido; Argentine postal code; Provinces of Argentina; Telephone numbers in Argentina; Buenos Aires Province,2,TRES DE FEBRERO PARTIDO; POPULATED PLACES IN BUENOS AIRES PROVINCE,-34.6,-58.51666666666667
198870,JACKSON MOUND,0.6925078620968612,-1.4532532498098896,14,"charnel house; Columbus, Ohio; archaeological site; National Register of Historic Places; Mound builder (people); St. Clair Shores, Michigan; U.S. state; terrace (geology); excavation (archaeology); Pancoastburg, Ohio; Fayette County, Ohio; Ohio; Ohio State Route 207; Adena culture",5,"ADENA CULTURE; ARCHAEOLOGICAL SITES ON THE NATIONAL REGISTER OF HISTORIC PLACES IN OHIO; NATIONAL REGISTER OF HISTORIC PLACES IN FAYETTE COUNTY, OHIO; MOUNDS IN OHIO; GEOGRAPHY OF FAYETTE COUNTY, OHIO",39.67777777777778,-83.26527777777778
369377,BARNSTABLE COUNTY COURTHOUSE,0.7278265387656909,-1.2270488824778023,13,"Quincy, Massachusetts; Bronze sculpture; Mercy Otis Warren; Old King's Highway Historic District; National Register of Historic Places; Barnstable, Massachusetts; National Register of Historic Places listings in Barnstable County, Massachusetts; Alexander Parris; Massachusetts Route 6A; Greek Revival; courthouse; James Otis, Jr; Barnstable County, Massachusetts",6,"HISTORIC DISTRICT CONTRIBUTING PROPERTIES IN MASSACHUSETTS; BUILDINGS AND STRUCTURES IN BARNSTABLE, MASSACHUSETTS; GOVERNMENT BUILDINGS COMPLETED IN 1831; NATIONAL REGISTER OF HISTORIC PLACES IN BARNSTABLE, MASSACHUSETTS; COUNTY COURTHOUSES IN MASSACHUSETTS; COURTHOUSES ON THE NATIONAL REGISTER OF HISTORIC PLACES IN MASSACHUSETTS",41.70138888888889,-70.30472222222222
413884,HAIFA AIRPORT,0.5726328313057174,0.6116166994037351,53,"Cyprus; RAF Haifa; Beirut; Bouygues; Haifa; Asphalt; P-40 Tomahawk; Uri Michaeli; Finance Minister; Royal Air Force; No. 651 Squadron RAF; Arkia; Second World War; Tel Aviv; No. 112 Squadron RAF; Hawker Hurricane; Eilat; Eilat Airport; List of Royal Air Force stations; de Havilland DH.9; Order of the British Empire; Hawker Hardy; No. 80 Squadron RAF; Ayit Aviation and Tourism; No. 260 Squadron RAF; Cyprus Airways; Silvan Shalom; Imperial Service Order; Israel Shipyards; No. 261 Squadron RAF; Haifa, Israel; Kishon Port; British Aerospace; Aeroel; Israel Airports Authority; British Mandate of Palestine; APS (oil company); No. 213 Squadron RAF; British Army; Royal Wings; No. 30 Squadron RAF; Hawker Audax; Bristol Blenheim; No. 144 Squadron RAF; No. 142 Squadron RAF; No. 208 Squadron RAF; Arkia Israel Airlines; Auster AOP6; Israir; international airport; Royal Aircraft Factory B.E.2; No. 450 Squadron RAAF; No. 6 Squadron RAF",3,AIRPORTS ESTABLISHED IN 1934; TRANSPORT IN HAIFA; AIRPORTS IN ISRAEL,32.80944444444445,35.043055555555554
365290,"FEYZABAD, KURDISTAN",0.6354937731983797,0.8164941129038139,13,Saqqez County; Romanize; Kurdistan Province; Gol Tappeh Rural District (Kurdistan Province); List of countries; Counties of Iran; Iran Daylight Time; Iran Standard Time; Provinces of Iran; Rural Districts of Iran; Iran; Bakhsh; Ziviyeh District,1,POPULATED PLACES IN SAQQEZ COUNTY,36.41111111111111,46.781666666666666
89154,JIJEL PROVINCE,0.6422811647339132,0.10064732019833966,56,"Djimla District; wilaya; Provinces of Algeria; Settara; Ouled Yahia Khedrouche; Districts of Algeria; El Aouana District; Texenna; Jijel; El Milia District; Taza National Park; Algeria; Kheïri Oued Adjoul; Chekfa District; Chahna; Taher; Settara District; Sidi Maârouf District; Ouled Rabah; Wāli; Berber people; Bordj T'har; Texenna District; Djimla; provinces of Algeria; Bouraoui Belhadef; Ouadjana; Taher District; Area Code; List of sovereign states; El Kennar Nouchfi; Central European Time; Municipalities of Algeria; Capital (political); Emir Abdelkader, Jijel; Ziama Mansouriah; Jijel, Algeria; Chekfa; Selma Benziada; districts of Algeria; El Ancer District; Eraguene; People's Provincial Assembly; Sidi Abdelaziz; El Aouana; Sidi Maarouf, Jijel; El Milia; Boucif Ouled Askeur; Ghebala; Djemaa Beni Habibi; Boudriaa Ben Yadjis; Kaous, Algeria; Jijel District; Ziama Mansouriah District; El Ancer; communes of Algeria",2,JIJEL PROVINCE; PROVINCES OF ALGERIA,36.8,5.766666666666667
37640,"ŁĘG, LUBLINIEC COUNTY",0.8860454835957879,0.3275401229576025,11,Gmina Herby; Powiat; human settlement; Poland; Silesian Voivodeship; Voivodeships of Poland; Lubliniec County; Lubliniec; Gmina; Countries of the world; Katowice,1,VILLAGES IN LUBLINIEC COUNTY,50.766666666666666,18.766666666666666
158936,MATUKU ISLAND,-0.3345214399655799,3.1375202186684734,21,Peni Rika; Fiji; Enele Ma'afu; Natokalau; Setareki Tuilovoni; Maciu Salato; Fiji 15s; Yasayasa Moala; Fiji Rugby Union; Chief Justice of Fiji; Suva; Solomon Islands; Joeli Veitayaki; Methodist Church of Fiji and Rotuma; Timoci Tuivaga; Lau Islands; Moala Islands; Savenaca Tuivaga; Setareki Rika; volcano; Setareki Tuinaceva,2,ISLANDS OF FIJI; LAU ISLANDS,-19.16666666666667,179.76666666666668
77325,"KOŁACIN, POMERANIAN VOIVODESHIP",0.9419590454381508,0.2951254802386189,14,Gdańsk; Gmina Miastko; Sołectwo; Gmina; Wołcza Mała; Countries of the world; Powiat; human settlement; Bytów County; Słupsk Voivodeship; Poland; Pomeranian Voivodeship; Voivodeships of Poland; Bytów,1,VILLAGES IN BYTÓW COUNTY,53.97027777777778,16.909444444444443
332515,BIRNI,0.17434384786380022,0.026650208050591196,11,Benin; Communes of Benin; Togo; Departments of Benin; Atakora Department; Kouandé; West Africa Time; Institut National de la Statistique Benin; Arrondissements of Benin; Natitingou; Peace Corps,2,POPULATED PLACES IN THE ATAKORA DEPARTMENT; ARRONDISSEMENTS OF BENIN,9.989166666666666,1.5269444444444447
89375,"WESTFORD, NEW YORK",0.7440920377669158,-1.3055062804917583,33,"Otsego County, New York; List of sovereign states; Badeau Hill; African American (U.S. Census); Hamlet (place); U.S. state; population density; Latino (U.S. Census); Geographic Names Information System; Cooperstown, New York; Betty and Wilbur Davis State Park; Pacific Islander (U.S. Census); Marriage; New York State Wildlife Management Areas; Federal Information Processing Standard; North American Eastern Time Zone; ZIP code; United States Census Bureau; New York (state); Administrative divisions of New York#Town; United States Geological Survey; White (U.S. Census); Asian (U.S. Census); Race (United States Census); poverty line; List of counties in New York; Hispanic (U.S. Census); census; per capita income; Area code 607; Worcester, New York; 2010 United States Census; Darling Hill (New York)",2,"TOWNS IN OTSEGO COUNTY, NEW YORK; TOWNS IN NEW YORK (STATE)",42.63333333333333,-74.8
144713,"SUTHERLAND INDUSTRIAL, SASKATOON",0.909849835338266,-1.8603755385216223,29,"CanWest; Saskatchewan Party; List of neighbourhoods in Saskatoon; University Heights SDA, Saskatoon, Saskatchewan; Muskeg Lake Cree Nation; Saskatoon—University; Arbor Creek, Saskatoon; Saskatoon Silverspring-Sutherland; Canwest; Saskatoon City Council; Conservative Party of Canada; Paul Merriman; Circle Drive; Saskatoon; Sutherland, Saskatoon; William Charles Sutherland; Saskatchewan; U of S Lands - North Management Area, Saskatoon; Saskatoon City Council#Ward 1; Forest Grove, Saskatoon; Canada; Central Industrial, Saskatoon; The StarPhoenix; Canadian Pacific Railway; College Park, Saskatoon; Erindale, Saskatoon; College Park East, Saskatoon; Brad Trost; Saskatchewan Highway 5",1,NEIGHBOURHOODS IN SASKATOON,52.130555555555546,-106.59166666666665
57356,BRENTMOOR,0.6756411941310604,-1.3577061695368222,5,"John Singleton Mosby; Eppa Hunton; Confederate States of America; Warrenton, Virginia; Italianate architecture",5,"HOUSES ON THE NATIONAL REGISTER OF HISTORIC PLACES IN VIRGINIA; HOUSES IN FAUQUIER COUNTY, VIRGINIA; ITALIANATE ARCHITECTURE IN VIRGINIA; HOUSES COMPLETED IN 1859; NATIONAL REGISTER OF HISTORIC PLACES IN FAUQUIER COUNTY, VIRGINIA",38.711388888888884,-77.79083333333334
91645,"MYSTKI, GREATER POLAND VOIVODESHIP",0.9125163105843686,0.3045599544730105,12,Września County; Powiat; Nekla; Greater Poland Voivodeship; Poland; Gmina Nekla; Voivodeships of Poland; Września; village; Gmina; Countries of the world; Poznań,1,VILLAGES IN WRZEŚNIA COUNTY,52.28333333333333,17.45
200916,BOGLES,0.2181661564992912,-1.0722139371418498,6,List of sovereign states; County seat; Carriacou; Carriacou and Petite Martinique; UTC-4; Grenada,2,POPULATED PLACES IN CARRIACOU AND PETITE MARTINIQUE; POPULATED PLACES IN GRENADA,12.5,-61.43333333333333
126536,MORTON–MYER HOUSE,0.6801451132285681,-1.6184583597847748,5,"Cooper County, Missouri; smokehouse; National Register of Historic Places; Central-passage house; Boonville, Missouri",4,"NATIONAL REGISTER OF HISTORIC PLACES IN COOPER COUNTY, MISSOURI; HOUSES ON THE NATIONAL REGISTER OF HISTORIC PLACES IN MISSOURI; HOUSES IN COOPER COUNTY, MISSOURI; HOUSES COMPLETED IN 1859",38.96944444444445,-92.73083333333332
354450,"BUSH HOUSE (LITTLE ROCK, ARKANSAS)",0.6062498119538525,-1.6106722520661558,5,"Little Rock, Arkansas; Bungalow/Craftsman architecture; Thompson & Harding; National Register of Historic Places; National Register of Historic Places listings in Little Rock, Arkansas",6,"HOUSES IN LITTLE ROCK, ARKANSAS; HOUSES COMPLETED IN 1919; AMERICAN CRAFTSMAN ARCHITECTURE IN ARKANSAS; NATIONAL REGISTER OF HISTORIC PLACES IN LITTLE ROCK, ARKANSAS; HOUSES ON THE NATIONAL REGISTER OF HISTORIC PLACES IN ARKANSAS; BUNGALOW ARCHITECTURE IN ARKANSAS",34.73555555555556,-92.28472222222221
356496,HASAN QESHLAQ,0.6116894214559014,0.8434594498471264,13,Deymkaran Rural District; Hamadan Province; Romanize; List of countries; Counties of Iran; Iran Daylight Time; Iran Standard Time; Provinces of Iran; Salehabad District (Hamadan Province); Rural Districts of Iran; Iran; Bakhsh; Bahar County,1,POPULATED PLACES IN BAHAR COUNTY,35.04722222222222,48.326666666666675
17627,"ZAWADA, GMINA KŁOMNICE",0.8890125433241782,0.3390253590630874,12,Częstochowa County; Gmina Kłomnice; Powiat; Poland; Silesian Voivodeship; Częstochowa; Voivodeships of Poland; village; Gmina; Countries of the world; Kłomnice; Katowice,1,VILLAGES IN CZĘSTOCHOWA COUNTY,50.93666666666666,19.424722222222222
221207,"FLEMINGSBURG, KENTUCKY",0.6705651948898435,-1.4614950823887518,52,"American Civil War; jazz; Battle of Iwo Jima; Franklin Sousley; 2000 United States Census; county seat; Paris, Kentucky; Native American (U.S. Census); population density; Fleming-Neon, Kentucky; United States Representative; Nelson Stacy; Köppen Climate Classification; Marriage; United States House of Representatives; Union Army; list of Kentucky cities; humid subtropical climate; North American Eastern Time Zone; Kentucky; United States Census Bureau; White (U.S. Census); Asian (U.S. Census); poverty line; Joseph J. Reynolds; census; Fleming County, Kentucky; Area code 606; Leander Cox; Alvin Saunders; 2010 United States Census; Virginia; List of sovereign states; Kentucky Assembly; African American (U.S. Census); Herman Chittison; Landaff Andrews; U.S. state; Latino (U.S. Census); Raising the Flag on Iwo Jima; James J. Andrews; Geographic Names Information System; Maysville, Kentucky; List of counties in Kentucky; Federal Information Processing Standard; United States senator; ZIP code; Mt. Sterling, Kentucky; Race (United States Census); Hispanic (U.S. Census); Lawrence S. Trimble; per capita income",4,"CITIES IN KENTUCKY; COUNTY SEATS IN KENTUCKY; 1797 ESTABLISHMENTS IN KENTUCKY; CITIES IN FLEMING COUNTY, KENTUCKY",38.420555555555545,-83.73750000000001
111130,CEDAR KEY LIGHT,0.5078293864369533,-1.4497635609332633,16,"List of lighthouses in the United States; American Civil War; Cedar Keys National Wildlife Refuge; List of lighthouses in Florida; Second Seminole War; George Meade; William Augustus Bowles; Federal government of the United States; University of Florida; United States Congress; Fresnel lens; East Florida; Seminole; Confederate States of America; Cedar Key, Florida; Western United States",5,"1854 ESTABLISHMENTS IN FLORIDA; UNIVERSITY OF FLORIDA; TRANSPORTATION BUILDINGS AND STRUCTURES IN LEVY COUNTY, FLORIDA; LIGHTHOUSES IN FLORIDA; LIGHTHOUSES COMPLETED IN 1854",29.096480555555555,-83.06533333333334
69323,"PLANTERSVILLE, TEXAS",0.5294116916348023,-1.6731065579194415,11,"U.S. state; List of counties in Texas; List of sovereign states; Texas; North American Central Time Zone; Todd Mission; Grimes County, Texas; unincorporated area; Texas Renaissance Festival; Unincorporated area; Navasota Independent School District",2,"UNINCORPORATED COMMUNITIES IN GRIMES COUNTY, TEXAS; UNINCORPORATED COMMUNITIES IN TEXAS",30.33305555555556,-95.86194444444442
318288,CORRIVERTON,0.10471975511965977,-0.9971647793060936,15,"Moleson Creek; Surinam; Corentyne River; South Drain; Nieuw Nickerie; Hindus; East Berbice-Corentyne; Regions of Guyana; Berbice; Georgetown, Guyana; Booker-McConnell; Guyana; Suriname; Springlands, Guyana; Skeldon, Guyana",3,GUYANA–SURINAME BORDER CROSSINGS; POPULATED PLACES IN GUYANA; EAST BERBICE-CORENTYNE,6.0,-57.13333333333333
369391,"SHADKAM, FARS",0.5401503146713784,0.9131465683698112,13,Eqlid County; Romanize; List of countries; Counties of Iran; Iran Daylight Time; Shahr Meyan Rural District; Fars Province; Iran Standard Time; Provinces of Iran; Rural Districts of Iran; Iran; Bakhsh; Central District (Eqlid County),1,POPULATED PLACES IN EQLID COUNTY,30.948333333333334,52.31944444444446
192264,WĘGRZYN,0.8906706061135728,0.35452000431134817,11,"Powiat; Końskie County; Radoszyce, Świętokrzyskie Voivodeship; Kielce; Gmina Radoszyce; Świętokrzyskie Voivodeship; Voivodeships of Poland; village; Końskie; Gmina; Countries of the world",1,VILLAGES IN KOŃSKIE COUNTY,51.03166666666666,20.3125
160294,HUSSAINPUR BULLE,0.5447796725214815,1.3105604922061462,21,"Sarpanch; States and territories of India; Kapurthala district; Kapurthala; elected representative; Sultanpur Lodhi; Telephone code; Gram panchayat; Sri Guru Ram Dass Jee International Airport; Postal Index Number; constitution of India; tehsil; Bhulath; List of districts of India; Hindi language; List of RTO districts in India#PB.E2.80.94Punjab; Panchayati raj (India); Punjab, India; Punjabi language; Phagwara; Indian Standard Time",1,VILLAGES IN KAPURTHALA DISTRICT,31.213575999999996,75.089585
347302,CHRÁŠŤANY (ČESKÉ BUDĚJOVICE DISTRICT),0.8603794473178491,0.2511140942674953,7,obec; South Bohemian Region; České Budějovice District; Regions of the Czech Republic; České Budějovice; Districts of the Czech Republic; Prague,1,VILLAGES IN ČESKÉ BUDĚJOVICE DISTRICT,49.29611111111111,14.387777777777782
48008,NAQSH-E RUSTAM,0.523404850125855,0.9228379938551908,65,"Iran (word); Qadamgah (ancient site); Taq-e Bostan; Ardashir I; Carus; Fars Province; Ka'ba-ye Zartosht; Elam; Iran; Darius III; Artaxerxes I; Darius II; Hormizd I Kushanshah; Washington, DC; Shapur I; Bahram II; Philip the Arab; Hormizd II; tomb of Darius I; Gordian III; Rustam; Bishapur; Arthur M. Sackler Gallery; Behistun Inscription; Ohrmazd; Sassanid; Shapur II; Valley of the Kings; Ernst Herzfeld; Pasargadae; Oriental Institute, Chicago; Shapurdokhtak; Artaxerxes III; Indo-Sassanian; Darius I; Freer Gallery of Art; Artabanus IV; Sassanian; Battle of Edessa; Artaxerxes II; Narseh; Persepolis; Sasanian Empire; Parthian Empire; Naqsh-e Rajab; Achaemenid Empire; Achaemenid dynasty; Alexander the Great; Aredvi Sura Anahita; University of Chicago; Essaqwand Rock Tombs; List of colossal sculpture in situ; Xerxes I; Kartir; Istakhr; Necropolis; Sassanian Empire; Valerian (emperor); Tomb of Cyrus the Great; Sassanid Empire; rock relief; sarcophagus; Achaemenid; Persian people; necropolis",13,ROCK-CUT TOMBS; SASANIAN ARCHITECTURE; BURIAL SITES OF THE ACHAEMENID DYNASTY; INSCRIBED ROCKS; ROCK RELIEFS IN IRAN; MARVDASHT COMPLEX; ARCHAEOLOGY OF THE ACHAEMENID EMPIRE; NAQSH-E RUSTAM; TOURIST ATTRACTIONS IN FARS PROVINCE; HISTORY OF FARS PROVINCE; ARCHAEOLOGICAL SITES IN IRAN; SCULPTURE OF THE ANCIENT NEAR EAST; BUILDINGS AND STRUCTURES IN FARS PROVINCE,29.988888888888887,52.87472222222223
352448,CARIBOU WILDERNESS,0.7068728914681367,-2.1153632941011833,55,"List of old-growth forests; Fomitopsis pinicola; trout; lignin; fir; human impact on the environment; ponderosa pine; American black bear; nature photography; lodgepole pine; United States Forest Service; cup fungus; Leave No Trace; List of U.S. Wilderness Areas; Plumas County, California; headwaters; merganser; California; Boletus edulis; US Department of Agriculture; Jeffrey pine; Susan River (California); incense cedar; Lassen National Forest; Redding, California; National Wilderness Preservation System; campfire permit; Black-tailed deer; Hoover Institution; United States Department of the Interior; Lassen Volcanic National Park; Tsuga; Lassen Volcanic Wilderness; Lassen County, California; horseback riding; rock climbing; United States Department of Agriculture; Wilderness Act; old-growth forest; plateau; Feather River; Northern California Coastal Wild Heritage Wilderness Act; Scree; bald eagles; hiking; western white pine; osprey; National Park Service; Douglas fir; fungi; wilderness area; American marten; Susanville, California; volcanic; grebe",6,"IUCN CATEGORY IB; WILDERNESS AREAS OF CALIFORNIA; LASSEN NATIONAL FOREST; PROTECTED AREAS OF LASSEN COUNTY, CALIFORNIA; PROTECTED AREAS OF PLUMAS COUNTY, CALIFORNIA; OLD GROWTH FORESTS",40.50083333333333,-121.20138888888891
322372,"ONA, FLORIDA",0.4796504154057194,-1.4297543306865104,18,"census-designated place; List of sovereign states; United States Postal Service; ZIP code; United States Census Bureau; Florida; U.S. state; List of counties in Florida; Area code 863; Census-designated place; Hardee County, Florida; post office; CSX Transportation; Geographic Names Information System; Florida State Road 64; 2010 United States Census; Eastern Time Zone; Unincorporated area",5,"CENSUS-DESIGNATED PLACES IN FLORIDA; CENSUS-DESIGNATED PLACES IN HARDEE COUNTY, FLORIDA; UNINCORPORATED COMMUNITIES IN FLORIDA; FORMER MUNICIPALITIES IN FLORIDA; UNINCORPORATED COMMUNITIES IN HARDEE COUNTY, FLORIDA",27.481944444444444,-81.91888888888889
32922,ARLEWATT,0.9514953305455752,0.15824318551415253,3,Nordfriesland; Schleswig-Holstein; Germany,2,NORDFRIESLAND; MUNICIPALITIES IN SCHLESWIG-HOLSTEIN,54.51666666666666,9.066666666666666
148169,CORCORAN AIRPORT,0.630112341338064,-2.0873216707858067,19,"elevation; United States; mean sea level; California World War II Army Airfields; runway; California; asphalt; Kings County, California; general aviation; airport; Lemoore Army Airfield; Asphalt; aircraft engine; jet aircraft; Federal Aviation Administration; helicopter; Corcoran, California; central business district; World War II",5,"USAAF FOURTH AIR FORCE REPLACEMENT TRAINING STATIONS; CORCORAN, CALIFORNIA; AIRFIELDS OF THE UNITED STATES ARMY AIR FORCES IN CALIFORNIA; SAN JOAQUIN VALLEY; AIRPORTS IN KINGS COUNTY, CALIFORNIA",36.10277777777779,-119.59472222222219
75452,VELIKO LAOLE,0.7734572024317204,0.3741064770281735,7,Petrovac na Mlavi; Central European Time; Districts of Serbia; Municipalities of Serbia; Braničevo District; Serbia; Central European Summer Time,1,POPULATED PLACES IN BRANIČEVO DISTRICT,44.31583333333334,21.434722222222227
328103,"KANIÓW, LUBUSZ VOIVODESHIP",0.9061167699937228,0.2603449467558208,14,"Gmina; Countries of the world; Krosno Odrzańskie County; Powiat; Gmina Gubin; Lubusz Voivodeship; Krosno Odrzańskie; Territorial changes of Poland after World War II; Poland; Zielona Góra; Voivodeships of Poland; village; Germany; Gubin, Poland",1,VILLAGES IN KROSNO ODRZAŃSKIE COUNTY,51.91666666666667,14.916666666666666
189761,"VILLENEUVE, QUEENSLAND",-0.4705698551585378,2.663925126139812,11,"Division of Blair; Somerset Dam; Electoral district of Nanango; Sandy Creek, Queensland; Royston, Queensland; Glenfern, Queensland; Neurum, Queensland; D'Aguilar Highway; Mount Archer, Queensland (Somerset Region); Somerset Region; Queensland",2,SUBURBS OF SOMERSET REGION; TOWNS IN QUEENSLAND,-26.961666666666666,152.63166666666666
324488,"STEPHENSON, MICHIGAN",0.7926364316564137,-1.5290635651249878,35,"humid continental climate; List of sovereign states; Race (U.S. Census); Stephenson Township, Michigan; African American (U.S. Census); Native American (U.S. Census); U.S. state; population density; Latino (U.S. Census); Köppen Climate Classification; Marinette, Wisconsin; Geographic Names Information System; Pacific Islander (U.S. Census); Marriage; Wisconsin; Federal Information Processing Standard; Menominee County, Michigan; ZIP code; United States Census Bureau; City; climate; United States Geological Survey; White (U.S. Census); Asian (U.S. Census); Michigan; poverty line; Wayne State University Press; Marinette micropolitan area; Hispanic (U.S. Census); List of counties in Michigan; census; North American Central Time Zone; Area code 906; per capita income; 2010 United States Census",3,"MARINETTE MICROPOLITAN AREA; CITIES IN MICHIGAN; CITIES IN MENOMINEE COUNTY, MICHIGAN",45.414722222222224,-87.60888888888888
297200,KOONTHALLOOR,0.15134448075743628,1.3403151270935334,16,States and territories of India; Chirayinkeezhu; English language; Thiruvananthapuram district; Gram panchayat; Postal Index Number; Taluka; List of RTO districts in India#KL.E2.80.94Kerala; List of districts of India; India; Malayalam language; Panchayati raj (India); Thiruvananthapuram; census; Indian Standard Time; Kerala,1,VILLAGES IN THIRUVANANTHAPURAM DISTRICT,8.6714,76.7944
67458,LAZARETTO POINT LIGHT,0.6852546615765176,-1.336424788190838,9,"Baltimore, Maryland; masonry; John Donahoo; Fort McHenry; lighthouse; screw-pile lighthouse; National Archives and Records Administration; Fresnel lens; brick",4,LIGHTHOUSES COMPLETED IN 1831; LIGHTHOUSES COMPLETED IN 1985; LIGHTHOUSES IN BALTIMORE; LIGHTHOUSES IN THE CHESAPEAKE BAY,39.2622,-76.5715
140708,"CHATFIELD, TEXAS",0.5627232396638384,-1.6826282986164334,17,"Federal Information Processing Standard; List of sovereign states; Navarro County, Texas; Baptist minister; unincorporated area; Lucian Truscott; Interstate 45 (Texas); Corsicana, Texas; U.S. state; List of counties in Texas; Sutton E. Griggs; Farm to Market Road 1603; Texas; North American Central Time Zone; Geographic Names Information System; Handbook of Texas Online; Unincorporated area",3,"1838 ESTABLISHMENTS IN THE REPUBLIC OF TEXAS; UNINCORPORATED COMMUNITIES IN NAVARRO COUNTY, TEXAS; UNINCORPORATED COMMUNITIES IN TEXAS",32.24166666666667,-96.40750000000001
71313,"ÇIRIŞ, ERDEMLI",0.639372282647256,0.5971934923907264,14,Provinces of Turkey; List of sovereign states; Taurus Mountains; Eastern European Summer Time; Postal code; Asphodelus; Turkey; Districts of Turkey; Turkish car number plates; Mersin; Erdemli; Mersin Province; Eastern European Time; Muhtar (title),4,"VILLAGES IN TURKEY; POPULATED PLACES IN MERSIN PROVINCE; MEDITERRANEAN REGION, TURKEY; POPULATED PLACES IN ERDEMLI DISTRICT",36.63333333333333,34.21666666666667
